index,>=0.8
0,0.18533333333333332
1,0.18008474576271186
2,0.19876416065911431
3,0.18977272727272726
4,0.1963123644251627
5,0.20650953984287318
6,0.18654073199527746
7,0.1812366737739872
8,0.17823834196891192
9,0.1946992864424057
10,0.18151447661469933
11,0.2012448132780083
12,0.1956271576524741
13,0.1912751677852349
14,0.21444201312910285
15,0.19362745098039216
16,0.19712070874861573
17,0.18940248027057496
18,0.22318526543878656
19,0.21683673469387754
20,0.20817843866171004
21,0.20595238095238094
22,0.20141342756183744
23,0.20622119815668202
24,0.20047169811320756
25,0.2006880733944954
26,0.21559633027522937
27,0.21085080147965474
28,0.21109770808202655
29,0.21859903381642512
30,0.21375
31,0.2176039119804401
32,0.21766169154228857
33,0.20672478206724781
34,0.2127659574468085
35,0.19951338199513383
36,0.22006841505131128
37,0.20754716981132076
38,0.2277580071174377
39,0.22135416666666666
40,0.20632911392405062
41,0.24764150943396226
42,0.23512747875354106
43,0.24327956989247312
44,0.23226703755215578
45,0.21115537848605578
46,0.25
47,0.22714285714285715
48,0.23766233766233766
49,0.24728260869565216
50,0.26025459688826025
51,0.25595238095238093
52,0.25768667642752563
53,0.26362297496318116
54,0.2669683257918552
55,0.2549618320610687
56,0.24052478134110788
57,0.24896836313617607
58,0.27492877492877493
59,0.2720125786163522
60,0.26749611197511663
61,0.24464831804281345
62,0.25034965034965034
63,0.25464949928469244
64,0.26200873362445415
65,0.25487256371814093
66,0.2725947521865889
67,0.26833073322932915
68,0.2960122699386503
69,0.27411167512690354
70,0.29153605015673983
71,0.2633333333333333
72,0.28313253012048195
73,0.2783171521035599
74,0.29936305732484075
75,0.2876712328767123
76,0.29276315789473684
77,0.2696817420435511
78,0.30246913580246915
79,0.2837370242214533
80,0.2857142857142857
81,0.29411764705882354
82,0.29747899159663865
83,0.2857142857142857
84,0.28104575163398693
85,0.3070739549839228
86,0.281195079086116
87,0.3022508038585209
88,0.2889273356401384
89,0.28429752066115704
90,0.2943089430894309
91,0.3333333333333333
92,0.29714285714285715
93,0.3010204081632653
94,0.342512908777969
95,0.29411764705882354
96,0.334453781512605
97,0.30019120458891013
98,0.3127147766323024
99,0.29338103756708406
100,0.34060402684563756
101,0.3138401559454191
102,0.30341113105924594
103,0.3420138888888889
104,0.34637964774951074
105,0.3346534653465347
106,0.32567049808429116
107,0.3221601489757914
108,0.3149171270718232
109,0.32972972972972975
110,0.3433962264150943
111,0.33595284872298625
112,0.3423076923076923
113,0.3679060665362035
114,0.33473684210526317
115,0.3333333333333333
116,0.34285714285714286
117,0.3509803921568627
118,0.38755020080321284
119,0.3325942350332594
120,0.33460076045627374
121,0.3422562141491396
122,0.3639921722113503
123,0.34375
124,0.381139489194499
125,0.3572984749455338
126,0.37423312883435583
127,0.3576017130620985
128,0.38445807770961143
129,0.3516483516483517
130,0.36016096579476864
131,0.3711340206185567
132,0.37154989384288745
133,0.386411889596603
134,0.3893805309734513
135,0.36525612472160357
136,0.34029227557411273
137,0.3715953307392996
138,0.35319148936170214
139,0.39191919191919194
140,0.37668161434977576
141,0.39439655172413796
142,0.3860045146726862
143,0.36644591611479027
144,0.36268343815513626
145,0.34024896265560167
146,0.3735408560311284
147,0.4081196581196581
148,0.38317757009345793
149,0.4057017543859649
150,0.3990719257540603
151,0.3995433789954338
152,0.4576659038901602
153,0.4162303664921466
154,0.38095238095238093
155,0.42919389978213507
156,0.3857493857493858
157,0.434878587196468
158,0.417910447761194
159,0.3660287081339713
160,0.40376569037656906
161,0.41570438799076215
162,0.3595238095238095
163,0.38065843621399176
164,0.41612200435729846
165,0.3976190476190476
166,0.41363636363636364
167,0.3900709219858156
168,0.3794642857142857
169,0.3926247288503254
170,0.3775280898876405
171,0.3952483801295896
172,0.416289592760181
173,0.4261904761904762
174,0.4097560975609756
175,0.42857142857142855
176,0.4019607843137255
177,0.3793103448275862
178,0.39913232104121477
179,0.4178082191780822
180,0.38995215311004783
181,0.44642857142857145
182,0.44387755102040816
183,0.39086294416243655
184,0.4004474272930649
185,0.3684210526315789
186,0.4282700421940928
187,0.4264705882352941
188,0.43658536585365854
189,0.4125
190,0.41509433962264153
191,0.42992874109263657
192,0.40540540540540543
193,0.38979118329466356
194,0.4263392857142857
195,0.3926829268292683
196,0.4314606741573034
197,0.40987654320987654
198,0.43661971830985913
199,0.415
200,0.42042755344418054
201,0.39903846153846156
202,0.4520547945205479
203,0.4444444444444444
204,0.4122137404580153
205,0.4528301886792453
206,0.39896373056994816
207,0.4063926940639269
208,0.4627906976744186
209,0.455026455026455
210,0.4401041666666667
211,0.44584382871536526
212,0.4260204081632653
213,0.44146341463414634
214,0.4772727272727273
215,0.39344262295081966
216,0.4436936936936937
217,0.4619289340101523
218,0.4021164021164021
219,0.41839080459770117
220,0.4090909090909091
221,0.43559718969555034
222,0.4488778054862843
223,0.41645244215938304
224,0.4666666666666667
225,0.3983957219251337
226,0.4646924829157175
227,0.4308510638297872
228,0.45073891625615764
229,0.422680412371134
230,0.48792270531400966
231,0.4664804469273743
232,0.472
233,0.4243243243243243
234,0.4441747572815534
235,0.44529262086513993
236,0.4529262086513995
237,0.4378238341968912
238,0.44611528822055135
239,0.44642857142857145
240,0.461734693877551
241,0.42480211081794195
242,0.45985401459854014
243,0.4394736842105263
244,0.3869346733668342
245,0.4823008849557522
246,0.4530386740331492
247,0.4378238341968912
248,0.44360902255639095
249,0.4949238578680203
250,0.43059490084985835
251,0.47044334975369456
252,0.4393530997304582
253,0.4623115577889447
254,0.47883597883597884
255,0.4712328767123288
256,0.444743935309973
257,0.44529262086513993
258,0.4707379134860051
259,0.4743935309973046
260,0.49728260869565216
261,0.49002849002849
262,0.5294117647058824
263,0.45151515151515154
264,0.4754521963824289
265,0.47282608695652173
266,0.4891891891891892
267,0.5182072829131653
268,0.5074183976261127
269,0.47093023255813954
270,0.4555256064690027
271,0.5130208333333334
272,0.4662756598240469
273,0.504
274,0.4755043227665706
275,0.4375
276,0.47
277,0.5161290322580645
278,0.45132743362831856
279,0.4599483204134367
280,0.48947368421052634
281,0.453781512605042
282,0.4805194805194805
283,0.5082417582417582
284,0.4796511627906977
285,0.49175824175824173
286,0.476056338028169
287,0.5204359673024523
288,0.4583333333333333
289,0.49081364829396323
290,0.4943820224719101
291,0.4730878186968839
292,0.4959349593495935
293,0.4943181818181818
294,0.4915254237288136
295,0.49157303370786515
296,0.5028089887640449
297,0.46839080459770116
298,0.514745308310992
299,0.46017699115044247
300,0.5263157894736842
301,0.463855421686747
302,0.4907161803713528
303,0.4606741573033708
304,0.5277044854881267
305,0.5226586102719033
306,0.5149700598802395
307,0.5073746312684366
308,0.5145348837209303
309,0.4764705882352941
310,0.5095367847411444
311,0.478134110787172
312,0.5491803278688525
313,0.49056603773584906
314,0.5
315,0.4828571428571429
316,0.5414364640883977
317,0.5356037151702786
318,0.5214723926380368
319,0.5283582089552239
320,0.5196374622356495
321,0.5565476190476191
322,0.5127388535031847
323,0.5219941348973607
324,0.5223880597014925
325,0.5223880597014925
326,0.5134328358208955
327,0.4970588235294118
328,0.48579545454545453
329,0.5777777777777777
330,0.5165562913907285
331,0.5295857988165681
332,0.5545454545454546
333,0.526984126984127
334,0.5120481927710844
335,0.4868035190615836
336,0.4986072423398329
337,0.54
338,0.5092592592592593
339,0.521865889212828
340,0.4835820895522388
341,0.4930747922437673
342,0.5112994350282486
343,0.52046783625731
344,0.5089285714285714
345,0.5043731778425656
346,0.5404624277456648
347,0.47678018575851394
348,0.49318801089918257
349,0.5141242937853108
350,0.5352941176470588
351,0.5521472392638037
