index,D
876,0.6855657026171684
877,0.6842194348573685
878,0.6902749538421631
879,0.6848486512899399
880,0.6772352457046509
881,0.6822445765137672
882,0.6790662631392479
883,0.6707389131188393
884,0.6798834204673767
885,0.678741879761219
886,0.6794012933969498
887,0.6798964887857437
888,0.6822798550128937
889,0.6806791722774506
890,0.6805011481046677
891,0.6840957254171371
892,0.6835142821073532
893,0.6871143206954002
894,0.6946352496743202
895,0.6887738183140755
896,0.6806483417749405
897,0.6827395409345627
898,0.6870994493365288
899,0.6789827346801758
900,0.6795043721795082
901,0.6731947511434555
902,0.6896318271756172
903,0.6695229560136795
904,0.6791841760277748
905,0.6777533814311028
906,0.6868996322154999
907,0.6835688948631287
908,0.6918309330940247
909,0.6875033974647522
910,0.6911486983299255
911,0.6829188019037247
912,0.6846568360924721
913,0.6772389486432076
914,0.6884190142154694
915,0.6973351761698723
916,0.6869668588042259
917,0.6897081583738327
918,0.6860893592238426
919,0.6840148121118546
920,0.6698174476623535
921,0.6832859292626381
922,0.6901905834674835
923,0.6805238798260689
924,0.6866400837898254
925,0.6837646290659904
926,0.676966167986393
927,0.6807218119502068
928,0.6813105195760727
929,0.6711815819144249
930,0.6766522228717804
931,0.6749685779213905
932,0.6740148812532425
933,0.6966735199093819
934,0.6669784337282181
935,0.6794462651014328
936,0.6831727027893066
937,0.6778576895594597
938,0.6720118448138237
939,0.6767743602395058
940,0.6773739382624626
941,0.6775498315691948
942,0.6636026799678802
943,0.6740740463137627
944,0.6627726629376411
945,0.6745330840349197
946,0.6761321648955345
947,0.6716561317443848
948,0.6725443229079247
949,0.6711129993200302
950,0.6817120313644409
951,0.6869861260056496
952,0.6852743923664093
953,0.6764260157942772
954,0.6736215129494667
955,0.6793680042028427
956,0.6785028949379921
957,0.6778924390673637
958,0.6780592948198318
959,0.6678365394473076
960,0.6815513148903847
961,0.6894484609365463
962,0.677707239985466
963,0.6793233901262283
964,0.675848938524723
965,0.696759045124054
966,0.6998296827077866
967,0.6911193653941154
968,0.6787699908018112
969,0.6829657405614853
970,0.6789102926850319
971,0.6883224099874496
972,0.6752893850207329
973,0.6794407144188881
974,0.671964980661869
975,0.6828349977731705
976,0.6811735704541206
977,0.6811141595244408
978,0.6784745156764984
979,0.6742492616176605
980,0.6724350228905678
981,0.6741115674376488
982,0.6826587542891502
983,0.6787579134106636
984,0.6772070452570915
985,0.6783072724938393
986,0.6779288277029991
987,0.6700267717242241
988,0.667849212884903
989,0.6702659130096436
990,0.6765940114855766
991,0.6801168620586395
992,0.6796823590993881
993,0.6882464811205864
994,0.6775111258029938
995,0.6758063063025475
996,0.6722478121519089
997,0.6753676608204842
998,0.6720979884266853
999,0.6726282015442848
1000,0.6871455684304237
1001,0.6825768426060677
1002,0.6723282933235168
1003,0.6843611299991608
1004,0.6799688935279846
1005,0.6831628903746605
1006,0.6845452561974525
1007,0.6850242093205452
1008,0.6773288622498512
1009,0.6897474229335785
1010,0.6761140003800392
1011,0.6911744177341461
1012,0.6836128905415535
1013,0.6800608336925507
1014,0.6898962929844856
1015,0.6860054805874825
1016,0.697015792131424
1017,0.6870620548725128
1018,0.6862810775637627
1019,0.6892718076705933
1020,0.680598795413971
1021,0.6694968417286873
1022,0.6728073507547379
1023,0.6720962002873421
1024,0.6846964806318283
1025,0.6784226149320602
1026,0.6759195104241371
1027,0.682632751762867
1028,0.6748000830411911
1029,0.6750077605247498
1030,0.6821878030896187
1031,0.6804981678724289
1032,0.6810245141386986
1033,0.6875209808349609
1034,0.6810676231980324
1035,0.6602955982089043
1036,0.663878858089447
1037,0.675608828663826
1038,0.6657661572098732
1039,0.6619091406464577
1040,0.6759902164340019
1041,0.6768606975674629
1042,0.6798769757151604
1043,0.6785637736320496
1044,0.6724793612957001
1045,0.6677805408835411
1046,0.6774874553084373
1047,0.6784561276435852
1048,0.6701589748263359
1049,0.6732791438698769
1050,0.6753336861729622
1051,0.6682262718677521
1052,0.6715971156954765
1053,0.67701406031847
1054,0.6703987419605255
1055,0.6745731458067894
1056,0.6767540201544762
1057,0.6698637753725052
1058,0.6766533106565475
1059,0.6712770536541939
1060,0.6760904937982559
1061,0.6794288828969002
1062,0.6766445636749268
1063,0.6853118389844894
1064,0.6787022799253464
1065,0.6814523115754128
1066,0.6817351877689362
1067,0.6899716556072235
1068,0.6830917745828629
1069,0.6791755110025406
1070,0.6743253841996193
1071,0.6716578230261803
1072,0.6810069009661674
1073,0.6740875169634819
1074,0.6726281940937042
1075,0.6843875199556351
1076,0.6824361383914948
1077,0.688258484005928
1078,0.6861347928643227
1079,0.6763932406902313
1080,0.6850533187389374
1081,0.6909718811511993
1082,0.6903194338083267
1083,0.6896230429410934
1084,0.6828608959913254
1085,0.6919890716671944
1086,0.6812970340251923
1087,0.682068757712841
1088,0.6786289364099503
1089,0.686724565923214
1090,0.6863647997379303
1091,0.6864139214158058
1092,0.6836979761719704
1093,0.6806069239974022
1094,0.6839582398533821
1095,0.6787282004952431
1096,0.6727365031838417
1097,0.6856978461146355
1098,0.6787107288837433
1099,0.6703690886497498
1100,0.6797946691513062
1101,0.6765141189098358
1102,0.6748137101531029
1103,0.6727985516190529
1104,0.6728013157844543
1105,0.6780623719096184
1106,0.6766256392002106
1107,0.6767939627170563
1108,0.6796340942382812
1109,0.6725883632898331
1110,0.6872274279594421
1111,0.6860070154070854
1112,0.6799708306789398
1113,0.6868621110916138
1114,0.683221660554409
1115,0.6792993545532227
1116,0.680585503578186
1117,0.6738377809524536
1118,0.6763362437486649
1119,0.6806052103638649
1120,0.6733744144439697
1121,0.6705452650785446
1122,0.6758028641343117
1123,0.6805075332522392
1124,0.6668810024857521
1125,0.6741878986358643
1126,0.692222498357296
1127,0.6720573231577873
1128,0.682535208761692
1129,0.6787972450256348
1130,0.6786741837859154
1131,0.6714383512735367
1132,0.6755655631422997
1133,0.6735591515898705
1134,0.6683385372161865
1135,0.6640237048268318
1136,0.662247784435749
1137,0.6676431372761726
1138,0.6729810833930969
1139,0.6664971560239792
1140,0.6733253300189972
1141,0.6640986055135727
1142,0.6648304536938667
1143,0.6781113520264626
1144,0.6697564721107483
1145,0.6694013625383377
1146,0.6746932938694954
1147,0.6805106326937675
1148,0.6757559403777122
1149,0.6716952323913574
1150,0.674755722284317
1151,0.6705864295363426
1152,0.6686744317412376
1153,0.6710133627057076
1154,0.6727696657180786
1155,0.6745984181761742
1156,0.6746334061026573
1157,0.6712936088442802
1158,0.6656493619084358
1159,0.6713983714580536
1160,0.6755354255437851
1161,0.6767407059669495
1162,0.6868800893425941
1163,0.6728746965527534
1164,0.6857607290148735
1165,0.6822015941143036
1166,0.6812173500657082
1167,0.6729587092995644
1168,0.6709028333425522
1169,0.6656336486339569
1170,0.6739477291703224
1171,0.6846149191260338
1172,0.6726104617118835
1173,0.672365352511406
1174,0.6703049093484879
1175,0.6774012222886086
1176,0.6783599555492401
1177,0.677761934697628
1178,0.6745132207870483
1179,0.674773819744587
1180,0.6809746846556664
1181,0.67328280210495
1182,0.6736197099089622
1183,0.6788686439394951
1184,0.6754627823829651
1185,0.6681879460811615
1186,0.6646989062428474
1187,0.6674309149384499
1188,0.6716969758272171
1189,0.6548988074064255
1190,0.6795305088162422
1191,0.6814749911427498
1192,0.6733755096793175
1193,0.6761505827307701
1194,0.6740449070930481
1195,0.6720483303070068
1196,0.6733183562755585
1197,0.6833706498146057
1198,0.6749240458011627
1199,0.6753548681735992
1200,0.6950435116887093
1201,0.6978542879223824
1202,0.6917177960276604
1203,0.6923712864518166
1204,0.6927098780870438
1205,0.6854334101080894
1206,0.6851129680871964
1207,0.6947030276060104
1208,0.683819442987442
1209,0.6831832975149155
1210,0.6814201325178146
1211,0.6720222756266594
1212,0.6740302294492722
1213,0.6722137704491615
1214,0.6728475689888
1215,0.678385317325592
1216,0.6822685822844505
1217,0.6755581274628639
1218,0.6781447306275368
1219,0.6753314062952995
1220,0.6693446934223175
1221,0.6713961064815521
1222,0.6821761876344681
1223,0.6781633496284485
1224,0.6762263178825378
1225,0.6685238480567932
1226,0.6698388978838921
1227,0.6718820035457611
1228,0.6781178861856461
1229,0.6719543412327766
1230,0.6740040555596352
1231,0.6806430220603943
1232,0.6728345900774002
1233,0.6674243956804276
1234,0.6701422706246376
1235,0.6698550507426262
1236,0.6705428436398506
1237,0.6671673208475113
1238,0.6703020930290222
1239,0.6789193525910378
1240,0.6765292286872864
1241,0.6770614385604858
1242,0.6666052266955376
1243,0.6714067608118057
1244,0.6728453785181046
1245,0.6920003816485405
1246,0.6814196482300758
1247,0.6726449131965637
1248,0.6769078075885773
1249,0.6693145334720612
1250,0.6766540482640266
1251,0.6750070005655289
1252,0.6803916469216347
1253,0.6750495731830597
1254,0.6698366776108742
1255,0.6794258132576942
1256,0.6773663014173508
1257,0.6697249487042427
1258,0.6649632975459099
