index,dis_accs
0,0.5552706737634687
1,0.5601389069193821
2,0.5591977151759054
3,0.557574970790601
4,0.5541347526937557
5,0.5534207451642217
6,0.5562118655069453
7,0.5569258730364793
8,0.5545891211216409
9,0.5547189406724653
10,0.5522199143190964
11,0.5565364143840063
12,0.557931974555368
13,0.5569583279241854
14,0.5576398805660132
15,0.560106452031676
16,0.5601389069193821
17,0.5665649746851876
18,0.5630923017006361
19,0.5630273919252239
20,0.5600415422562638
21,0.5661755160327145
22,0.5541672075814618
23,0.5580942489938985
24,0.5660456964818902
25,0.5621511099571596
26,0.5630923017006361
27,0.5678956250811372
28,0.5629949370375178
29,0.568155264182786
30,0.5677658055303129
31,0.5715630273919252
32,0.570719200311567
33,0.5682850837336103
34,0.5678956250811372
35,0.5704271063222122
36,0.5735103206542905
37,0.5767233545371933
38,0.5764961703232507
39,0.5749058808256523
40,0.5793197455536804
41,0.5795144748799169
42,0.5808451252758665
43,0.5796118395430352
44,0.5796442944307413
45,0.5795793846553291
46,0.579546929767623
47,0.5812994937037518
48,0.5864922757367259
49,0.588342204335973
50,0.5836362456185902
51,0.5863300012981955
52,0.5867519148383746
53,0.5861677268596651
54,0.590906140464754
55,0.5887641178761521
56,0.5896403998442166
57,0.5955147345190186
58,0.5933727119304167
59,0.5960340127223159
60,0.5960989224977281
61,0.5991496819421005
62,0.604829287290666
63,0.6024276256004154
64,0.600804881215111
65,0.601518888744645
66,0.6047643775152538
67,0.606679215889913
68,0.6071984940932105
69,0.6097299753342853
70,0.6109308061794106
71,0.6138842009606646
72,0.6115474490458263
73,0.6165130468648579
74,0.6188497987796963
75,0.61732441905751
76,0.6170323250681553
77,0.6237504868233156
78,0.6255030507594443
79,0.6237180319356095
80,0.6278398026742827
81,0.6284889004284046
82,0.6296897312735298
83,0.6321887576268986
84,0.6321563027391925
85,0.6379981825262885
86,0.6371543554459301
87,0.638549915617292
88,0.6417304946124887
89,0.6393288329222381
90,0.6430935998961443
91,0.6441970660781514
92,0.6468583668700506
93,0.6496170323250682
94,0.6527002466571465
95,0.6470855510839932
96,0.6483512917045307
97,0.651402051148903
98,0.6511748669349604
99,0.6535440737375049
100,0.6535440737375049
101,0.6582500324548877
102,0.6623068934181487
103,0.6613332467869661
104,0.6593210437491887
105,0.6604245099311956
106,0.6605218745943139
107,0.6650655588731663
108,0.668246137868363
109,0.6705504348954953
110,0.6681487732052447
111,0.6681163183175386
112,0.6710697130987927
113,0.6718810852914449
114,0.6760677658055303
115,0.6753862131637025
116,0.676684408671946
117,0.6765870440088277
118,0.67814487861872
119,0.6776905101908347
120,0.6771712319875374
121,0.6808710891860315
122,0.6769115928858886
123,0.6839218486304037
124,0.6837595741918733
125,0.6838893937426976
126,0.6886927171231988
127,0.6859665065558873
128,0.6848954952615864
129,0.6864533298714787
130,0.6868103336362457
131,0.6813903673893288
132,0.6875567960534856
133,0.6916461119044528
134,0.6889848111125535
135,0.6903154615085032
136,0.6912566532519797
137,0.7004089315850968
138,0.6938205893807607
139,0.6955406984291834
140,0.688400623133844
141,0.6971958977021939
142,0.6987861871997922
143,0.6969687134882513
144,0.6972608074776061
145,0.6923276645462807
146,0.696449435284954
147,0.6938854991561729
148,0.6971634428144878
149,0.7017071270933403
150,0.6982669089964949
151,0.6946644164611191
152,0.7026158639491107
153,0.704173698559003
154,0.706413085810723
155,0.7014150331039855
156,0.7023562248474621
157,0.7046605218745943
158,0.704563157211476
159,0.7076139166558484
160,0.7008633000129819
161,0.7031675970401142
162,0.701252758665455
163,0.7043684278852396
164,0.7074191873296118
165,0.7013501233285733
166,0.6966441646111905
167,0.7083279241853824
168,0.7062508113721927
169,0.7036544203557056
170,0.7010255744515124
171,0.7047903414254186
172,0.7044333376606517
173,0.7129040633519408
174,0.7129365182396469
175,0.7062183564844866
176,0.7090743866026223
177,0.712611969362586
178,0.7109892249772816
179,0.7119953264961704
180,0.7092366610411528
181,0.7079060106452032
182,0.708587563287031
183,0.7180319356095027
184,0.712254965597819
185,0.7095612099182137
186,0.7104050369985719
187,0.7142671686355965
188,0.7141048941970661
189,0.7152083603790731
190,0.7131637024535895
191,0.7127093340257042
192,0.7145917175126574
193,0.7114760482928729
194,0.7174477476307932
195,0.7142022588601843
196,0.713682980656887
197,0.7174802025184993
198,0.716993379202908
199,0.7164741009996105
200,0.7171231987537323
201,0.7175775671816176
202,0.7215370634817604
203,0.7159872776840193
204,0.7238738153965987
205,0.7179994807217968
206,0.7203686875243411
207,0.7185836687005063
208,0.7206283266259899
209,0.7205309619628716
210,0.7160846423471375
211,0.7186810333636245
212,0.7208230559522264
213,0.7219265221342334
214,0.7249772815786057
215,0.7185836687005063
216,0.7187459431390367
217,0.7204335972997533
218,0.7219265221342334
219,0.7203686875243411
220,0.7187134882513306
221,0.7227378943268856
222,0.7238738153965987
223,0.721764247695703
224,0.7221212514604699
225,0.7196222251071012
226,0.7231598078670648
227,0.7225756198883552
228,0.7268272101778528
229,0.7291964169803973
230,0.7226080747760613
231,0.727606127482799
232,0.7256912891081397
233,0.7219914319096455
234,0.7293586914189277
235,0.7190704920160976
236,0.7263403868622614
237,0.7283201350123328
238,0.7291964169803973
239,0.7290665974295729
240,0.7250097364663118
241,0.7252693755679606
242,0.7249448266908997
243,0.7273140334934441
244,0.7304297027132286
245,0.7250097364663118
246,0.7253342853433727
247,0.7287095936648059
248,0.7298130598468129
249,0.7338374659223679
250,0.7207906010645203
251,0.7264702064130858
252,0.7278333116967415
253,0.7302998831624042
254,0.7286771387770998
255,0.7224133454498247
256,0.7231273529793587
257,0.7270868492795015
258,0.7317928079968843
259,0.733123458392834
260,0.7303972478255225
261,0.7306893418148773
262,0.7376995975593924
263,0.7347137478904323
264,0.7357847591847332
265,0.7281254056860963
266,0.7334480072698949
267,0.7344865636764897
268,0.7325392704141244
269,0.7363040373880306
270,0.7323120862001817
271,0.7318252628845904
272,0.734226924574841
273,0.7356873945216149
274,0.7312086200181748
275,0.7282876801246267
276,0.7320849019862391
277,0.7318252628845904
278,0.7352979358691419
279,0.7370829546929768
280,0.7322147215370635
281,0.7296183305205765
282,0.7349084772166689
283,0.7339672854731922
284,0.7354277554199663
285,0.7339997403608983
286,0.7333181877190705
287,0.7422108269505387
288,0.7407503570037648
289,0.7388355186291056
290,0.7332532779436584
291,0.7347137478904323
292,0.7393223419446969
293,0.7374075035700376
294,0.7397118005971699
295,0.7354602103076724
296,0.7343242892379592
297,0.739744255484876
298,0.7374399584577437
299,0.7394197066078151
300,0.7350707516551993
301,0.7366285862650915
302,0.7366285862650915
303,0.7381864208749838
304,0.7394197066078151
305,0.7395170712709334
306,0.74045826301441
307,0.7393223419446969
308,0.741172270543944
309,0.7396144359340516
310,0.7421783720628327
311,0.7425678307153057
312,0.7417889134103596
313,0.7418862780734778
314,0.7422108269505387
315,0.7397767103725821
316,0.7423406465013631
317,0.7435739322341944
318,0.7458133194859146
319,0.7464948721277425
320,0.7361417629495002
321,0.7422108269505387
322,0.7452940412826171
323,0.744125665325198
324,0.7475009736466312
325,0.7447747630793198
326,0.7435414773464883
327,0.7466246916785668
328,0.7447423081916137
329,0.7483772556146956
330,0.7406529923406465
331,0.743768661560431
332,0.7446449435284954
333,0.747046605218746
334,0.7476632480851616
335,0.7460080488121511
336,0.745261586394911
337,0.7445800337530832
338,0.7469492405556277
339,0.7450668570686746
340,0.7427625600415423
341,0.7473062443203946
342,0.7476632480851616
343,0.747793067635986
344,0.7498701804491756
345,0.7468843307802155
346,0.7466246916785668
347,0.7473062443203946
348,0.7488316240425809
349,0.747825522523692
350,0.7494807217967026
351,0.7495456315721147
352,0.7540568609632611
353,0.7516876541607166
354,0.754381409840322
355,0.7406854472283526
356,0.7453264961703232
357,0.7502920939893548
358,0.7458457743736207
359,0.751849928599247
360,0.7477606127482799
361,0.7527262105673115
362,0.752563936128781
363,0.752174477476308
364,0.7533753083214332
365,0.7450019472932624
366,0.7487991691548748
367,0.751849928599247
368,0.7491886278073477
369,0.7568804361936907
370,0.7490263533688174
371,0.7494482669089965
372,0.7527911203427237
373,0.7544463196157342
374,0.7548682331559132
375,0.7452291315072049
376,0.7479228871868103
377,0.7533753083214332
378,0.7566207970920421
379,0.7510061015188887
380,0.7498701804491756
381,0.7588926392314682
382,0.7542840451772037
383,0.7558094248993898
384,0.7508762819680644
385,0.752206932364014
386,0.7504868233155914
387,0.7529209398935479
388,0.7559716993379203
389,0.7550954173698559
390,0.7545112293911463
391,0.7561988835518629
392,0.7563611579903934
393,0.7550954173698559
394,0.7582435414773465
395,0.751135921069713
396,0.7562962482149812
397,0.7550954173698559
398,0.7585680903544074
399,0.7528884850058419
400,0.7493509022458782
401,0.7519797481500714
402,0.7576593534986369
403,0.7559392444502142
404,0.7571400752953394
405,0.7546085940542646
406,0.7525963910164871
407,0.7570102557445151
408,0.7570427106322212
409,0.7598338309749448
410,0.7540893158509672
411,0.7524016616902506
412,0.7590224587822926
413,0.7559716993379203
414,0.7618135791250162
415,0.7548357782682072
416,0.7564585226535117
417,0.7577567181617552
418,0.759898740750357
419,0.7587303647929378
420,0.7539919511878489
421,0.7596391016487083
422,0.7596715565364144
423,0.7593145527716474
424,0.7571725301830455
425,0.7587303647929378
426,0.7555822406854472
427,0.7563611579903934
428,0.7594768272101778
429,0.7627547708684927
430,0.7581137219265222
431,0.7593145527716474
432,0.7631766844086719
433,0.7581461768142282
434,0.7584707256912891
435,0.7572049850707516
436,0.7573997143969882
437,0.7653187069972738
438,0.762462676879138
439,0.7612943009217188
440,0.754381409840322
441,0.7619758535635467
442,0.7597689211995327
443,0.7594443723224718
444,0.7586005452421135
445,0.75804881215111
446,0.7600285603011814
447,0.765026613007919
448,0.7601908347397118
449,0.7631442295209658
450,0.7550305075944437
451,0.7575944437232247
452,0.7590549136699987
453,0.759898740750357
454,0.7601259249642996
455,0.7586654550175257
456,0.7607101129430092
457,0.7618135791250162
458,0.7617486693496041
459,0.7661949889653382
460,0.7552901466960924
461,0.7613267558094249
462,0.7613267558094249
463,0.7650590678956251
464,0.7642476957029729
465,0.7597364663118266
466,0.7601259249642996
467,0.7631442295209658
468,0.7634687783980267
469,0.7655458912112164
470,0.7566532519797482
471,0.7623977671037259
472,0.7599636505257692
473,0.7619109437881345
474,0.7637284174996755
475,0.7563936128780995
476,0.7625275866545502
477,0.7607425678307153
478,0.7645073348046216
479,0.7695702972867714
480,0.7582435414773465
481,0.7603206542905362
482,0.7652213423341555
483,0.765026613007919
484,0.7641827859275607
485,0.7614565753602492
486,0.763209139296378
487,0.7663572634038687
488,0.7639556017136181
489,0.7666818122809295
490,0.7622354926651954
491,0.7666493573932234
492,0.763566143061145
493,0.765740620537453
494,0.7691159288588861
495,0.7652537972218616
496,0.7681422822277035
497,0.7692132935220044
498,0.7655458912112164
499,0.7681098273399974
500,0.762462676879138
501,0.7647669739062702
502,0.765026613007919
503,0.7664546280669869
504,0.7668440867194599
505,0.7671686355965208
506,0.7695053875113592
507,0.769797481500714
508,0.7712904063351941
509,0.768304556666234
510,0.7667791769440477
511,0.7682071920031157
512,0.7679800077891731
513,0.770154485265481
514,0.7682721017785279
515,0.7656432558743347
516,0.7672984551473452
517,0.7663248085161626
518,0.771971958977022
519,0.7706737634687784
520,0.7647669739062702
521,0.769051019083474
522,0.7715825003245489
523,0.7697325717253019
524,0.7707062183564845
525,0.7676230040244061
526,0.7702518499285993
527,0.7688238348695313
528,0.7712904063351941
529,0.772718421394262
530,0.769051019083474
531,0.7682071920031157
532,0.7692782032974166
533,0.7713228612229002
534,0.7748928988705699
535,0.7666493573932234
536,0.7721666883032585
537,0.7712254965597819
538,0.7677528235752304
539,0.7720368687524342
540,0.770154485265481
541,0.7696676619498897
542,0.770900947682721
543,0.778592756069064
544,0.7735622484746203
545,0.7696027521744775
546,0.7695702972867714
547,0.7742762560041542
548,0.7741139815656238
549,0.7770024665714657
550,0.7675905491367
551,0.7737245229131507
