index,dis_losses
123,0.5870570491168124
124,0.5855916275465785
125,0.5869157289670519
126,0.5827997972157376
127,0.5811997942688051
128,0.5817766933401755
129,0.5820986480752298
130,0.5830569173678879
131,0.5833703634167505
132,0.5795610266283524
133,0.5765228562118593
134,0.5768316939842603
135,0.5780210120618836
136,0.5767707337032665
137,0.5700871656256273
138,0.5707721404792848
139,0.5707245168607097
140,0.5768499022180383
141,0.5689133937693824
142,0.5665278902723769
143,0.5675196977686291
144,0.5677678619534516
145,0.5757045489697417
146,0.570064095672497
147,0.5685195378528154
148,0.5690658747657271
149,0.563920789267406
150,0.5696056233949898
151,0.5695314732464877
152,0.5629222533426994
153,0.5622972072648608
154,0.5588977664462791
155,0.5642671725474113
156,0.5624508532610807
157,0.5603253870956169
158,0.5605944907369692
159,0.5557265296455257
160,0.5640823725333883
161,0.560677696604374
162,0.5600261530600303
163,0.5599791161284959
164,0.554290870004449
165,0.5625367538988097
166,0.5638854666189714
167,0.5563180087026486
168,0.5588864393470702
169,0.558807695207517
170,0.5619004294891988
171,0.5579801839737852
172,0.5547962213350721
173,0.5486953517129599
174,0.5523977929895575
175,0.5580903858192696
176,0.5557457499267641
177,0.552447294154443
178,0.552600942859965
179,0.5503064598426346
180,0.5530733232163201
181,0.5524687698064756
182,0.5512166865601027
183,0.5473380527220482
184,0.5485473945121134
185,0.5528993990795672
186,0.5512762158370215
187,0.5498297433715221
188,0.5501288431735079
189,0.5453646845561414
190,0.5481855975202292
191,0.549799185646467
192,0.5461434795836771
193,0.546768817527235
194,0.5411113810933326
195,0.5472332167723948
196,0.5473354998206305
197,0.541062026477057
198,0.5424534969093385
199,0.5434016228214769
200,0.548262063629371
201,0.5451385960106022
202,0.5434199199696218
203,0.5429810810187632
204,0.5373887939394013
205,0.5416296784542809
206,0.5410842055624182
207,0.5402780810663522
208,0.5380078985178767
209,0.5392064528524383
210,0.5466725353367072
211,0.5389259240844033
212,0.5401678976933818
213,0.536139985007688
214,0.5351347383881403
215,0.5399149503589662
216,0.5408727120269429
217,0.5382792607319257
218,0.5359298988314699
219,0.5376350160472649
220,0.5416360169895424
221,0.5386077239493693
222,0.5394664544704532
223,0.5368919217389477
224,0.5373925719379393
225,0.5395540700963706
226,0.5371473670498399
227,0.5364931905565183
228,0.5307174817589689
229,0.5282799079398478
230,0.5389801480553367
231,0.530764977547748
232,0.5282221177885355
233,0.5306467179917107
234,0.5294386771592227
235,0.5385984101078727
236,0.5349803463486601
237,0.5295711940477702
238,0.5299574481554268
239,0.5282869045892038
240,0.5343560950815185
241,0.5345122368375131
242,0.5334097484419168
243,0.5304239909510967
244,0.5284529490904375
245,0.5328420183875344
246,0.5311334640526575
247,0.5296378867192701
248,0.5274920246817849
249,0.5215963979890524
250,0.537575249583268
251,0.5276939196527497
252,0.5297190325319274
253,0.5277168083289439
254,0.5280862280652543
255,0.5336563766987856
256,0.5301606135427459
257,0.528088239106265
258,0.5249700179277372
259,0.523965139280666
260,0.5299039512626396
261,0.527234474982112
262,0.5218306026182884
263,0.5250190801856932
264,0.5211429140291923
265,0.5282644558051401
266,0.5269299661817629
267,0.5217110566363847
268,0.5243867778581036
269,0.5194579022975008
270,0.5265904105891867
271,0.5258670599500009
272,0.5263902951370586
273,0.5212055538311477
274,0.5242067444915613
275,0.5276719307111315
276,0.5245162657469757
277,0.5238053478485296
278,0.5183225030248816
279,0.520422580320973
280,0.525084802188164
281,0.5227091800082814
282,0.5229391894064659
283,0.5197987339713357
284,0.5188245588590291
285,0.5234955637908179
286,0.5234031829952208
287,0.5169926460616845
288,0.5185023767889039
289,0.5142826351745069
290,0.5248536295142056
291,0.5230100312508827
292,0.517322005072901
293,0.5201724895761033
294,0.5146939490944886
295,0.5194375716950282
296,0.519192126171648
297,0.5142552199935125
298,0.514906068478734
299,0.518180184620471
300,0.5225909147873398
301,0.5177472590907546
302,0.5152057554603608
303,0.5140698118643328
304,0.5137255773071415
305,0.5179359004024632
306,0.5158165547965972
307,0.5140378581098288
308,0.5110093682758079
309,0.5139091271014253
310,0.5123283368004256
311,0.5104147693342413
312,0.5110973311849862
313,0.5111482126161087
314,0.5113043560962046
315,0.5105553899914765
316,0.5101951946896955
317,0.5047297716633348
318,0.5081042662139766
319,0.5055338348731522
320,0.511975668678599
321,0.5071335703380837
322,0.5060572446870409
323,0.5063771405988489
324,0.5043463982826422
325,0.5078133416077322
326,0.5088512582227218
327,0.5064505658859064
328,0.5060857650169657
329,0.5025785525968253
330,0.5127026007687749
331,0.5080551581441863
332,0.5059904929034966
333,0.5046719152572726
334,0.5038470263816108
335,0.5065070538481405
336,0.5035823566361892
337,0.5046131091176971
338,0.5025075284902715
339,0.5025869391181252
340,0.5072635983632616
341,0.5020518960538974
342,0.5042440317386438
343,0.4996250646173461
344,0.5007150961347848
345,0.504395601424304
346,0.5023603636371202
347,0.5030689865104423
348,0.5010659928656807
349,0.501480703511514
350,0.5010633315921815
351,0.49969098341366475
352,0.49560301116675387
353,0.4980769859365195
354,0.4960121273501845
355,0.5096538618576428
356,0.5030020706909747
357,0.5015645426166945
358,0.5031351341196328
359,0.49625116980765477
360,0.5056500801862764
361,0.4992801601236517
362,0.49575367298993195
363,0.4955686562317462
364,0.4942525869066065
365,0.5034471494107207
366,0.5016689778359469
367,0.49883602251691267
368,0.4962293875118918
369,0.49137832138163984
370,0.5010144779504824
371,0.49952667729913697
372,0.4942586843139869
373,0.49280252609371156
374,0.49341885388390094
375,0.49980664548795084
376,0.4998657824086749
377,0.49463044784285803
378,0.49105790355973994
379,0.49505151697426786
380,0.4974979076011122
381,0.4861980430350816
382,0.49359166646791885
383,0.4912664057794681
384,0.4942299046299674
385,0.49864300174161424
386,0.494770144381799
387,0.49465684432628726
388,0.49112348664890637
389,0.49201627802257697
390,0.4940453048579949
391,0.49155885720055953
392,0.4894277433718532
393,0.4886833229833398
394,0.48983357662011767
395,0.49787153045008004
396,0.4894274268761154
397,0.4917355002450549
398,0.48528308562995975
399,0.4916869313263696
400,0.4971314318909133
401,0.49593705308338826
402,0.4906466090974729
403,0.4908947294408625
404,0.4872066555929578
405,0.4934280962983439
406,0.4920191993890715
407,0.4900632744485682
408,0.4874020529187415
409,0.4858735893383499
410,0.49609673023223877
411,0.49207788878235936
412,0.487242215921071
413,0.4885274807283701
414,0.48202642330453416
415,0.49289843316905757
416,0.4868356504223563
417,0.4835744421344158
418,0.4846271155786908
419,0.4849524217203629
420,0.4917225273680096
421,0.4848036763589244
422,0.4854302674778237
423,0.48602677204392175
424,0.4854137434447107
425,0.49103062901615113
426,0.487706221578535
427,0.48585520549253985
428,0.4867669986791847
429,0.480573237927492
430,0.48990805902756934
431,0.4867840416667875
432,0.4812748776979683
433,0.4841268235001682
434,0.48487615092726777
435,0.48801152715998247
436,0.48724835495318264
437,0.48019766068655595
438,0.48028716149408957
439,0.4810691133510968
440,0.49228328023075074
441,0.48395983517662555
442,0.48507076846666575
443,0.48208869488771294
444,0.4853834891614835
445,0.48588087218852083
446,0.48512950096248597
447,0.47649548960126137
448,0.4814811018872852
449,0.4779501729760288
450,0.4922916014825017
451,0.48784259749838144
452,0.48703070957798605
453,0.48511626134234026
454,0.48274117215605805
455,0.4900621175765991
456,0.4836756594417509
457,0.4843948527801135
458,0.4836990520481236
459,0.4762984716202602
460,0.48517025083549753
461,0.4822209888745931
462,0.48187012859612455
463,0.48101052124638205
464,0.4768883167219556
465,0.4881104390975858
466,0.4821898131823737
467,0.47909657694091484
468,0.4787871660279834
469,0.47702920239818986
470,0.4880720968088828
471,0.4869196146480308
472,0.4845768188642076
473,0.48594680428504944
474,0.48149487548623204
475,0.48494007075128476
476,0.48277715907609164
477,0.4772176577532587
478,0.47571731943729495
479,0.47045327415151045
480,0.48385210125899514
481,0.47996908204614624
482,0.4780065136507523
483,0.4746693722472703
484,0.47713757891300296
485,0.48177305898390527
486,0.4787840490991419
487,0.47450624788103024
488,0.4772561052121407
489,0.4723760222107911
490,0.4820322352500001
491,0.4773667560628623
492,0.4785576531709718
493,0.4758757749372277
494,0.4723211654946824
495,0.4767525417745606
496,0.4698900866114404
497,0.47241358890021146
498,0.4745387484219449
499,0.4680377905033837
500,0.4799172311774955
501,0.47514995686278855
502,0.4733950527738934
503,0.4737040476858123
504,0.47189451520107994
505,0.4777243868871169
506,0.47334486172218954
507,0.4687303900718689
508,0.46854575581787045
509,0.47202890717293605
510,0.47977948139521703
511,0.4755796686676908
512,0.47357061554577723
513,0.47035967737189993
514,0.4698705486029633
515,0.47899459117700244
516,0.47438602654401923
517,0.4757408782962925
518,0.47119006391399165
519,0.47017389264973725
520,0.47645415870611335
521,0.4743182873430331
522,0.4675032013703969
523,0.47194605548519736
524,0.4687215917366595
525,0.4745499637008698
526,0.46856266604967356
527,0.46885425886831994
528,0.4667226083515104
529,0.46420347813732366
530,0.47166500357556934
531,0.4735339113996049
532,0.46973322024030134
533,0.46851474687087635
534,0.46121261656776935
535,0.47420968004494657
536,0.4707650249161996
537,0.46804171406533107
538,0.4698718131081132
539,0.46519874023997093
540,0.4705954814745375
541,0.46985993405018955
542,0.46757799485498225
543,0.4597585546083687
544,0.45994486518142635
545,0.4696900871666995
546,0.46940575527750755
547,0.4653336612646245
548,0.46434483498581186
549,0.46119251453186855
550,0.47375470055036306
551,0.466709884237652
552,0.46492573471108745
553,0.4651312680283854
554,0.4657560247035066
555,0.4673795145897826
556,0.4631011877670761
557,0.46480303805721696
558,0.4615846771346636
559,0.45868195901232317
560,0.46728291861281906
561,0.4620086870902826
562,0.4645165818289292
563,0.4641630361395434
564,0.46318795538145646
565,0.46762759749554406
566,0.47080089311954404
567,0.4650583156376831
568,0.4647704537742394
569,0.45888505149478753
570,0.4717625588917535
571,0.4687894915253663
572,0.46527290984618763
573,0.4641175425249683
574,0.45914228149682035
575,0.46859912512716184
576,0.4649450980927333
577,0.461872208463259
578,0.46289091218601575
579,0.459602229112436
580,0.4688309913824412
581,0.4709936291718286
582,0.458961013920051
583,0.459536016972597
584,0.4584209473172495
585,0.46559426533289194
586,0.46525847271454235
587,0.4635658008007964
588,0.4604745723984458
589,0.4593951207054548
590,0.4675038683512979
591,0.46243423814615925
592,0.46218612198987286
593,0.46240896405267323
594,0.4591670679159401
595,0.4687535294816514
596,0.4606405558172336
597,0.46111299750233486
598,0.4580307600419383
599,0.45766789312205036
600,0.45962372545368413
601,0.45722682761751915
602,0.4535474198416245
603,0.4594680910760706
604,0.452620659239036
605,0.4633829581343438
606,0.46083890849893744
607,0.4531259834766388
608,0.45555733796978787
609,0.4552722189052046
610,0.45797843085832834
611,0.45803875864044696
612,0.4556277244051626
613,0.4589313647963784
614,0.45505034898923447
615,0.4605080965629294
616,0.45622777766432643
617,0.45390807178394854
618,0.45069258173635185
619,0.45021065921822856
620,0.46089678781091675
621,0.4530252282284508
622,0.44907559195825875
623,0.44783572027505925
624,0.4495858468792655
625,0.4605730895168525
626,0.46003415515600155
627,0.4592547938843404
628,0.4541245605334763
629,0.454108515307923
630,0.46142795263243114
631,0.45871882423881655
632,0.45370290102052296
633,0.44885174671480477
634,0.4516851369999657
635,0.4541220179766663
636,0.4539559934257476
637,0.4533085401885766
638,0.451176232050273
639,0.44942818348072777
640,0.45855880842721164
641,0.4530863000834284
642,0.45048657182819585
643,0.44870697491425127
644,0.44737352270725345
645,0.45983977923708513
646,0.4549318963338521
647,0.4546975567321147
648,0.45142674692406143
649,0.45041129608784825
650,0.4531743913150031
651,0.45355900580232794
652,0.45679396661845123
653,0.4512694180011749
654,0.451867642481465
655,0.45746691685077573
656,0.45197812166095763
657,0.4565672916321715
658,0.4460843326139056
659,0.44769201988031054
660,0.45704879051397657
661,0.45046764759977986
662,0.4508932779643161
663,0.4476632963527333
664,0.4426223111054129
665,0.4520588145275746
666,0.4530189125991065
667,0.4458520631652233
668,0.4454893233362308
669,0.447221919278468
670,0.451452564848356
671,0.45366648898636996
672,0.44905329538770944
673,0.4483727544299827
674,0.4465629258924279
675,0.4564816695599517
676,0.4496677542520949
677,0.446947391614441
678,0.4437817566650958
679,0.4413837026958623
680,0.45490094428220074
681,0.45264591806191057
682,0.4500569821881854
683,0.4469983358521107
684,0.4495174172988608
685,0.45425563090103716
686,0.4468359890555547
687,0.4455040437130889
688,0.4505492825646046
689,0.44562346555969934
690,0.44766892751386345
691,0.4477102608720133
692,0.446417799419608
693,0.4441634867309539
694,0.43864486557393034
695,0.4541378164094342
696,0.44861946421221266
697,0.441588964097756
698,0.44826054523799047
699,0.445342375966143
700,0.4492861665477437
701,0.44376185684164693
702,0.44450640308955486
703,0.4402046570600557
704,0.4385737495974076
705,0.45468824289061804
706,0.44620976763323317
707,0.4417526618508268
708,0.44091721359363273
709,0.44179000982568284
710,0.4477860925118785
711,0.44275335142435124
712,0.4383604893507051
713,0.44350070943517134
714,0.44194789095358417
715,0.4500534039390974
716,0.44677457706002166
717,0.4427727909127543
718,0.4409124632019642
719,0.4395074519244107
720,0.44444082295599063
721,0.44378244137961015
722,0.4357875580630027
723,0.43991440682371785
724,0.43928079319394325
725,0.45494022965431213
726,0.44699113231059934
727,0.44744107693680063
728,0.44548445693717514
729,0.44395831892313053
730,0.4410989737707721
731,0.44164986083330204
732,0.43903210365082607
733,0.4386303722858429
734,0.44057988184542696
735,0.44502606175162573
736,0.4450817167266341
737,0.4425004853689966
738,0.4416280896210473
739,0.4396942018969985
740,0.45041859642533233
741,0.4445316628976302
742,0.4442833213766744
743,0.43940137905522814
744,0.43969932075374385
745,0.4448120416688525
746,0.43947647672054196
747,0.4414409165047417
748,0.4376735908926026
749,0.4388590467370246
750,0.4399288629204774
751,0.43868085076986263
752,0.43418447316185504
753,0.4361994525125204
754,0.4342442179514357
755,0.4455761190288323
756,0.4427001106837564
757,0.43744679472663184
758,0.4414300595925859
759,0.43531289918363586
760,0.44345550448441307
761,0.44707717063013186
762,0.44083657466675624
763,0.4420897886772786
764,0.4371707510849661
765,0.44357696914475814
766,0.44013535927149877
767,0.44162516185074796
768,0.4380694019400384
769,0.4356474479860511
770,0.43940364575583085
771,0.4427587527874087
772,0.43617643846953214
773,0.4352418282800469
774,0.435577855868773
775,0.44200704363752
776,0.432547880352036
777,0.43525329995746453
778,0.43496835699751357
779,0.43520883760176415
780,0.4402044681478138
781,0.4401188175047725
782,0.4387360537840315
783,0.43678116133390377
784,0.4344648711444918
785,0.4360384431259691
786,0.4387378813314044
787,0.42906658166696215
788,0.43299033055620745
789,0.4332301959025958
790,0.43951360499563297
791,0.432699557670877
792,0.43362381290798346
793,0.43288220723798454
794,0.4309850973038634
795,0.44333693261974116
796,0.43664881710178594
797,0.438838866377665
798,0.43526167564155643
799,0.43368370498507475
800,0.44090780985256856
801,0.4340613602606718
802,0.435671928500341
803,0.4338046649763407
804,0.4303211022999661
805,0.4367520597355425
806,0.4360139251740511
807,0.43782319707318773
808,0.429431595585563
809,0.4323819427450826
810,0.4386491245967298
811,0.43354812707782775
812,0.431106726492732
813,0.43042500206261625
814,0.42941076450111454
815,0.4344677220691334
816,0.435575804434532
817,0.4301142892069068
818,0.43008784420234114
819,0.4259016595103524
820,0.4316390270043996
821,0.4325775297220088
822,0.42930692311160823
823,0.4271221564820975
824,0.4287524644500953
825,0.4386490391305655
826,0.43184241751008784
827,0.4338991898150483
828,0.4319069934777977
829,0.430512161540591
830,0.43908237647419135
831,0.43449851698126674
832,0.43184988434649696
833,0.4290035103470826
834,0.4317699850590761
835,0.4336850379616761
836,0.4311819510026412
837,0.43260815345551357
838,0.42804080321769084
839,0.4274075055910536
840,0.4399707546411467
841,0.43609182302616845
842,0.4307545790494966
843,0.4329663118547645
844,0.4275070044619978
845,0.43806950464721556
846,0.4336908659166541
847,0.4279653080238784
848,0.4274252244263641
849,0.426757194779136
850,0.43493556065007677
851,0.4308214456089272
852,0.42492024489670743
853,0.4247273258433854
854,0.4256893852032906
855,0.4354468714599767
856,0.43504368618500133
857,0.42975616578228215
858,0.42594630117258747
859,0.430043432830779
860,0.4336634320168456
861,0.4293384818006153
862,0.4255169945314896
863,0.42511670697819104
864,0.4224684566013084
865,0.4321022713479917
866,0.4294687130234458
867,0.42398652532869135
868,0.4213306857042076
869,0.4209934810468973
870,0.4342311795585412
871,0.4278167222649598
872,0.4337385134263472
873,0.4263167228580506
874,0.42608534698643963
875,0.4286236009321922
876,0.43205969737580985
877,0.4285754017100846
878,0.4274246111389034
879,0.42740767578448147
880,0.4260523661601642
881,0.42272049828994374
882,0.4268620932890364
883,0.4252145093334608
884,0.4241345556806927
885,0.43262439572121486
886,0.4308690852370144
887,0.42537642190279057
888,0.43142094099817196
889,0.42526179946158543
890,0.43087780500246475
891,0.42371185653465837
892,0.4237324250631096
893,0.42321991083050564
894,0.4238355063702449
895,0.42183844806734194
896,0.42400696578104635
897,0.4179043624519317
898,0.42065697538951213
899,0.41945618637337173
900,0.4334459932875042
901,0.42998997337561995
902,0.4265097468352515
903,0.42495881575198213
904,0.4205994960690333
905,0.4326452494652803
906,0.4300020824779164
907,0.42262829901758303
908,0.4313865301530223
909,0.4240532377042061
910,0.43068607779573803
911,0.425404452095347
912,0.42587165497551277
913,0.421633270161211
914,0.4215799242504372
915,0.43003622313176304
916,0.42350016324973305
917,0.4241423385202392
918,0.417448457607553
919,0.4194263626228679
920,0.4250173450501497
921,0.4268427136515783
922,0.42340949325522115
923,0.4189590373315102
924,0.418201174864099
925,0.43101426688107575
926,0.4241643040633399
927,0.4227136560708038
928,0.41774908274658457
929,0.4165849392571725
930,0.42625699309278126
931,0.42189440402117645
932,0.420233404587123
933,0.4163078345543097
934,0.41788664386292135
935,0.42352024952242195
936,0.4243290173120735
937,0.4168224723871089
938,0.41901307288280204
939,0.417755636794508
940,0.42389459747913455
941,0.422866957739365
942,0.4212943253930935
943,0.42054856685567493
944,0.4220492268396803
945,0.4327946315126971
946,0.4248539051733726
947,0.42504025416925917
948,0.42196870909249484
949,0.4228577012858115
950,0.4377266651342723
951,0.425814793375898
952,0.42125303957087934
953,0.42621373982468913
954,0.4191575572510396
955,0.4268722494771658
956,0.4230826053737609
957,0.4268230357445961
958,0.41877291764109587
959,0.41313681080321635
960,0.42605412301938395
961,0.42073361735698606
962,0.41542674465612933
963,0.41818845789294595
964,0.41689891411253244
965,0.420681916485148
966,0.42394904755363777
967,0.4200862434284746
968,0.4145402290111731
969,0.4181445248363432
970,0.4290803151189788
971,0.4209060415256122
972,0.4199931638792527
973,0.41630398020271425
974,0.4184862188071259
975,0.42457206264015074
976,0.41884184844237715
977,0.4152973225294066
978,0.41462075981226837
979,0.4136394895305318
980,0.42442634627838766
981,0.41964365357209826
982,0.4165708777333094
983,0.4150640838894962
984,0.41459125970020766
985,0.4243016947399486
986,0.4229011528255526
987,0.4199228616785412
988,0.4164071326906031
989,0.41951572230039547
990,0.420563099551792
991,0.41577253312118784
992,0.417544348673387
993,0.41832503873454635
994,0.41521250068648785
995,0.42847068373821984
996,0.4227014349019232
997,0.41555253902742684
998,0.42280880823608274
999,0.41909205347053274
1000,0.4240720826239625
1001,0.42074666264628574
1002,0.4152645554916918
1003,0.4131540885148955
1004,0.41275652996764695
1005,0.4246443753892725
1006,0.4225866656658078
1007,0.4160861299057637
1008,0.4165782265919299
1009,0.4150945472815805
1010,0.41937611590732227
1011,0.41752008391805917
1012,0.4187486898307958
1013,0.4170614227283099
1014,0.41199383558320607
1015,0.42308661021476934
1016,0.4158521233018765
1017,0.41743499754874175
1018,0.41063898038273017
1019,0.4113651398292258
1020,0.41804156791080127
1021,0.414164869992201
1022,0.4173552758437543
1023,0.4108151384621612
1024,0.4129519679329612
1025,0.4145606140459865
1026,0.4166720992277476
1027,0.4183911592507165
1028,0.4122641943703013
1029,0.41699617633149644
1030,0.4157677401195873
1031,0.4120886931734637
1032,0.4101975909934556
1033,0.40437246748238553
1034,0.40889692774488906
1035,0.4153751696436858
1036,0.41464449231289635
1037,0.4125133063182358
1038,0.41503293849219963
1039,0.4089699912169748
1040,0.4167676272471089
1041,0.41583542119372974
1042,0.4114861099187993
1043,0.41027941979652593
1044,0.41306527882568106
1045,0.4159173689597894
1046,0.41227898691311354
1047,0.4119317304989523
1048,0.41062501417703867
1049,0.4020843308819227
1050,0.418632206837993
1051,0.4171566810489686
1052,0.4067976376241889
1053,0.41168408625382036
1054,0.4061828940367896
1055,0.41783076647884587
1056,0.4130021483937571
1057,0.4099114197344819
1058,0.4094702062035395
1059,0.4088644136574643
1060,0.41230955399757574
1061,0.4111911144630968
1062,0.4116253508023979
1063,0.4110111219823853
1064,0.4100824478736594
1065,0.42276018316095526
1066,0.41810868101671705
1067,0.41670469016083017
1068,0.41213139177353914
1069,0.40973799016850054
1070,0.4130475949649968
1071,0.4107459451048827
1072,0.4114889069037004
1073,0.40943672588048885
1074,0.40571652389754936
1075,0.4159609571961332
1076,0.414256646367144
1077,0.41072746766500234
1078,0.4093766150888333
1079,0.40854430026259303
1080,0.4136776419217921
1081,0.41050939003298104
1082,0.4088102520004777
1083,0.40762302525772537
1084,0.40318217356342917
1085,0.4110145359492499
1086,0.4052825850888717
1087,0.4034621491412486
1088,0.4020947205626275
1089,0.40450736978822505
1090,0.4103162431519879
1091,0.40972424267737334
1092,0.4111411773468837
1093,0.4052716833500823
1094,0.40483018534242615
1095,0.41399664056202595
1096,0.4127978458384837
1097,0.4083932566741281
1098,0.4077039777247374
1099,0.4066964717935925
1100,0.41369113055142487
1101,0.41104138931952233
1102,0.4099256516980731
1103,0.4046889792296512
1104,0.40122140143528456
1105,0.4118144950590843
1106,0.4094253635603534
1107,0.40669295388804977
1108,0.4081588532806428
1109,0.40321057763966645
1110,0.4099801564512174
1111,0.4064986777207083
1112,0.4064379435432844
1113,0.4043390516899834
1114,0.4019836844984165
1115,0.40984939420518796
1116,0.4082890635679576
1117,0.4038800582412846
1118,0.402001929184622
1119,0.4020306298062821
1120,0.41033838332191974
1121,0.40490627091778214
1122,0.4078835795733554
1123,0.4035315171253583
1124,0.40217181449094097
1125,0.40972047797904526
1126,0.402937771860233
1127,0.40148170230802427
1128,0.4003495103564144
1129,0.39727453284027164
1130,0.412474740635265
1131,0.4075233569322539
1132,0.40649511154032936
1133,0.40476887432996894
1134,0.40628749058266317
1135,0.41150760970825007
1136,0.40542333308330253
1137,0.4075914512981068
1138,0.4025122693254928
1139,0.4035917737267234
1140,0.413162821826856
1141,0.41282797992722065
1142,0.40475645956914286
1143,0.40321652283353254
1144,0.3974428437958079
1145,0.4072966203709279
1146,0.403096230315768
1147,0.39787486097044195
1148,0.3983547054539042
1149,0.401436398837192
1150,0.4075427511014229
1151,0.4057798727977374
1152,0.40337298675016925
1153,0.4017530364438522
1154,0.3986716822159192
1155,0.4039288404559301
1156,0.40134206980713144
1157,0.39996241439472546
1158,0.40049734662387
1159,0.4015037161259612
1160,0.409948474858418
1161,0.4055622673231708
1162,0.40299956956185584
1163,0.3983193665496574
1164,0.3946828391433747
1165,0.4095468112259857
1166,0.4041350860733631
1167,0.4035326414857029
1168,0.4019561567582375
1169,0.40365636053164144
1170,0.4085184779048951
1171,0.4085789017440859
1172,0.40173647916021427
1173,0.397803590317403
1174,0.40089000034923394
1175,0.40203274109146814
1176,0.40063880248503253
1177,0.39513960234389817
1178,0.39931826453563596
1179,0.39533646417058205
1180,0.4052501540046093
1181,0.4087841939335027
1182,0.4054097304166841
1183,0.3983507257355146
1184,0.39827228257478764
1185,0.4077941849212016
1186,0.40044271847433294
1187,0.4001292473028514
1188,0.40362584714061955
1189,0.39899164955478067
1190,0.3986433370054261
1191,0.39913627406782354
1192,0.397334072215498
1193,0.39467029359715045
1194,0.3959351918421501
1195,0.40335359578290264
1196,0.40210081550700605
1197,0.40119825759209876
1198,0.39197552130242025
1199,0.395810995466453
1200,0.41323644095215917
1201,0.4033149616284804
1202,0.4046024074239179
1203,0.4059945901563345
1204,0.4036682836772982
1205,0.4046801752295376
1206,0.4022633076206712
1207,0.3946086924430753
1208,0.39438552083062733
1209,0.394201480406375
1210,0.40690832394213716
1211,0.404832319040929
1212,0.40293675537936946
1213,0.3956416722171563
1214,0.3947822318589392
1215,0.4047230472249433
1216,0.4010667643271202
1217,0.3948053082158743
1218,0.39780385213449965
1219,0.39984258393610805
1220,0.4057097166530357
1221,0.4009303428417395
1222,0.3993384045017652
1223,0.39349037901429107
1224,0.39508184495051046
1225,0.400809813383197
1226,0.3984854142527935
1227,0.39802207114282717
1228,0.39345975478818596
1229,0.39134049809668675
1230,0.410004158650548
1231,0.4025992674768464
1232,0.40233563908860703
1233,0.39943846050372794
1234,0.39654818497413447
1235,0.40339660890831436
1236,0.4034444051833192
1237,0.3945291175329981
1238,0.39595823445595985
1239,0.3951321904324303
1240,0.40055412595922296
1241,0.3980471270143493
1242,0.39987996072808574
1243,0.4010000590943108
1244,0.39007544468257055
1245,0.40117774645159066
1246,0.40010517219866604
1247,0.3987885691410254
1248,0.39805024640619263
1249,0.3920155226691695
1250,0.4014382382069737
1251,0.39901833765762895
1252,0.3950006114549873
1253,0.3972103105596274
1254,0.3943556653073996
1255,0.4029552049873289
1256,0.3964586910630061
